dominant_freq,mean_freq,band_energy_0_50Hz,spectral_entropy,frequency_centroid,flatness,label
39.06,377871.3117447131,4719516.432929533,9.624767267017054,377871.31174471305,0.7582053981788117,side
39.06,365610.1409663665,4691657.975340868,9.71316133389333,365610.1409663666,0.7945169736808303,side
39.06,391424.74133067066,4805106.981954386,9.747227079534866,391424.7413306707,0.8178644039582011,side
39.06,417569.401171448,4761104.299008635,9.857958577165869,417569.401171448,0.863075275905399,side
39.06,386209.09424154175,4730178.066148246,9.79903532631533,386209.09424154175,0.8342057706137218,side
39.06,416492.5339571917,4766101.078483103,9.823651272998784,416492.53395719174,0.8509326099212591,side
39.06,434230.41365091124,4871739.057352603,9.896287391585,434230.4136509112,0.8931716896837225,side
39.06,429860.7621606275,4881042.306632177,9.85751713159379,429860.76216062746,0.8696862760447903,side
39.06,411021.4406355218,4812186.064162888,9.847431249815797,411021.4406355218,0.855699750029229,side
39.06,365631.0175876672,4867741.405386756,9.69274792062075,365631.0175876672,0.7853697477138305,side
39.06,422351.9790970277,4821641.923348069,9.873326026296526,422351.9790970277,0.8682496521243456,side
39.06,453573.6785184789,4861613.962820387,9.984655150276856,453573.6785184788,0.9286849072867512,side
39.06,403723.91902629694,4837017.619218146,9.846946857366731,403723.91902629694,0.8453256883777244,side
39.06,411271.76598649385,4788512.473363773,9.895083375470401,411271.76598649385,0.8765367445344693,side
39.06,449914.14158258267,4830931.2478287425,9.966230117037558,449914.1415825826,0.9190325093091648,side
39.06,435321.88830708456,4872590.155288629,9.884607451859571,435321.88830708456,0.8766845805263094,side
39.06,408062.09884873056,4822260.528655662,9.863286944773016,408062.0988487305,0.859278709013774,side
39.06,443825.3629013088,4889781.036206271,9.952872577381054,443825.36290130875,0.9119028467384059,side
39.06,409615.99817302264,4865485.163327566,9.877140389461765,409615.9981730226,0.8687179273406471,side
39.06,435705.7498559954,4913666.518529289,9.93742599453828,435705.7498559954,0.8973975477260944,side
39.06,415662.9320543707,4819440.957030317,9.882335425198008,415662.93205437064,0.8699839954641885,side
39.06,435484.622059347,4824335.688193475,9.929848649942851,435484.622059347,0.8957100065969121,side
39.06,432176.81330989423,4873398.831910938,9.90073016102742,432176.8133098942,0.8821971940977088,side
39.06,439453.17426638654,4837748.593849385,9.901642580661958,439453.17426638654,0.8916308741716454,side
39.06,431762.502142453,4833259.781180368,9.892536897657967,431762.5021424529,0.8914935541115583,side
39.06,407500.63541512674,4822369.397874795,9.819878360711357,407500.6354151267,0.8327708062777336,side
39.06,415610.22310383146,4838343.8886967655,9.812354573709978,415610.2231038315,0.843902351266946,side
39.06,422181.5294782065,4927509.754058272,9.823433736921197,422181.5294782064,0.8563983140963679,side
39.06,408252.35029452294,4793933.513335685,9.80673514235893,408252.35029452294,0.8408625323831731,side
39.06,396474.2743877771,4721022.913433011,9.717169093555256,396474.27438777714,0.8117638279924302,side
39.06,391534.81591315987,4808582.462600197,9.763661618570262,391534.8159131598,0.8191604385617667,side
39.06,384037.4618391177,4841196.59986963,9.762589001611023,384037.46183911763,0.8205013373026222,side
78.12,416808.14474817924,4904019.605097856,9.781334626056083,416808.1447481792,0.8764021803714449,side
78.12,384982.6125811736,4915451.164168029,9.686976708675589,384982.61258117366,0.8290997051759446,side
78.12,415372.77691504644,4859952.491088501,9.78907631954102,415372.7769150464,0.8742196607771398,side
78.12,414386.308592538,4870534.642671015,9.81431409065711,414386.308592538,0.8790245865388361,side
78.12,434819.0339022398,4841339.302650173,9.866393435332764,434819.03390223975,0.9058418948968738,side
39.06,430863.61474401806,4870730.260658235,9.889517313579027,430863.6147440181,0.8885443706775548,side
39.06,423981.4764927004,4873609.475536668,9.890017087633648,423981.47649270034,0.8765546047829748,side
39.06,413290.6504559345,4823865.1692534005,9.864037887987559,413290.6504559346,0.8619533116656888,side
39.06,441540.9103486836,4871749.1001553545,9.933067060197322,441540.9103486836,0.9038291998903347,side
39.06,447961.9389230333,4868335.275983258,9.96103128321,447961.93892303336,0.9136367923448427,side
39.06,437181.8469591369,4879752.226378674,9.873896214985283,437181.84695913695,0.8804746566783642,side
39.06,440103.6994624117,4870460.4818136785,9.92907409061906,440103.69946241163,0.90352891698992,side
39.06,444335.8998984605,4866459.676035977,9.940628190425427,444335.8998984605,0.9034898937542959,side
39.06,409449.7043793385,4821524.778198865,9.860146307425698,409449.7043793384,0.8612824746937929,side
39.06,441189.07455736573,4878410.9191596545,9.943100952058742,441189.07455736573,0.9011535145504219,side
39.06,447826.1309152156,4896670.631424317,9.966712058389065,447826.1309152156,0.9174585818662347,side
39.06,424485.3543290464,4843145.133317605,9.890749156662748,424485.3543290464,0.8793775023569098,side
39.06,437631.7289871353,4849139.598260941,9.908306858028029,437631.7289871353,0.8905674110806153,side
39.06,460333.58431871346,4834604.82891941,9.996366341421771,460333.5843187134,0.9393630773337314,side
39.06,454369.72197378747,4852041.443390642,9.97452945148416,454369.72197378747,0.9270932110939418,side
39.06,441257.8050294378,4770705.460085911,9.904752988950742,441257.8050294378,0.8945427904660503,side
39.06,457689.6027044401,4885504.397952585,9.995181754643362,457689.6027044401,0.9362764441739383,side
39.06,394211.5566639333,4803599.8174773725,9.820161308822929,394211.55666393327,0.8343081290896255,side
39.06,455423.30116397643,4874622.120604344,9.990315568621181,455423.3011639765,0.9312092258607609,side
39.06,413384.005938918,4795663.987704779,9.87318401475041,413384.005938918,0.8642016375691559,side
39.06,369632.6966796611,4686892.990237869,9.735933051050205,369632.69667966117,0.7924542877770202,side
39.06,446174.5085580905,4839991.683855521,9.960154575744982,446174.5085580905,0.9129086934875907,side
39.06,431050.5884718557,4866073.228898132,9.897765521515186,431050.58847185574,0.8876688424851596,side
39.06,418706.66440115724,4811684.47835566,9.843502657445226,418706.66440115724,0.8670917705158837,side
39.06,403569.9568296785,4853344.38389282,9.79176830209524,403569.9568296785,0.8323143872715619,side
39.06,398921.96959958435,4641930.86783405,9.760055599109,398921.96959958435,0.8178305465495006,side
78.12,431617.9884795872,4967783.09190621,9.832815632692325,431617.9884795872,0.8987974848110044,side
39.06,405875.6540686523,4898076.35288955,9.7721557516151,405875.6540686523,0.8356954705763597,side
39.06,390155.6882825099,4827031.055014426,9.722315307510158,390155.6882825099,0.8092395241468758,side
39.06,395240.7667605689,4832962.109804097,9.747358518607491,395240.76676056895,0.8158936900255361,side
39.06,412909.25682196056,4855503.585572259,9.812280692463263,412909.25682196056,0.8505113798112366,side
39.06,392434.85206405073,4865108.737173696,9.742283128331017,392434.8520640507,0.8101498266516818,side
39.06,415755.70999685203,4777872.46628009,9.775082087006325,415755.70999685203,0.8328598346049295,side
39.06,421368.2721146411,4864193.834355752,9.853884972182096,421368.2721146411,0.8721065234994203,side
39.06,386155.6762173498,4778272.38777736,9.786367923805791,386155.67621734977,0.812735443512538,side
39.06,416006.88477811613,4760119.193999489,9.81075829337838,416006.8847781162,0.8416514158783693,side
39.06,430168.21521822165,4799106.0100471545,9.897174913462813,430168.21521822165,0.8868875646323903,side
39.06,424421.1856427168,4884580.516301101,9.879426981878503,424421.1856427168,0.8705954587774128,side
39.06,440303.5445831901,4850541.196540288,9.9086250243205,440303.5445831901,0.8951347842354666,side
39.06,446197.2638053746,4826460.146080435,9.934660663098398,446197.2638053746,0.9121009899416017,side
39.06,443488.22729748074,4871338.548527951,9.93467068547189,443488.2272974807,0.90700973086832,side
39.06,414664.7395546141,4830896.541471291,9.870956041289457,414664.7395546142,0.8623308163324047,side
39.06,433692.16677871573,4798740.810625406,9.900976827160546,433692.16677871573,0.880071799784197,side
39.06,443660.61250911024,4866475.44286707,9.945355866980439,443660.6125091102,0.9100258847539374,side
39.06,443260.6417224852,4838655.6156647615,9.936609429673181,443260.64172248525,0.9060549093904168,side
39.06,423366.3448065863,4823884.083775869,9.90883388944106,423366.3448065862,0.883096470492601,side
39.06,408067.8822917709,4777815.302806981,9.861138063727374,408067.8822917709,0.8610412059961335,side
39.06,443296.9656758933,4890428.110397521,9.942640500629878,443296.9656758933,0.9080898139668984,side
39.06,443116.65670194314,4818181.99423575,9.939812338584481,443116.65670194314,0.9091898253966759,side
39.06,401854.9652837228,4760651.3062295625,9.836542072629067,401854.96528372273,0.8471638847909334,side
39.06,424357.4549724709,4788673.558879121,9.86315132827866,424357.4549724708,0.8648514585551923,side
39.06,416795.69997652585,4862983.3590942025,9.863345234046076,416795.6999765258,0.8662199121099168,side
39.06,408649.6406450982,4720198.48714831,9.748333270085993,408649.6406450982,0.8248694681371922,side
39.06,421982.81805302616,4856438.693955522,9.834735966944969,421982.8180530261,0.8667024712549821,side
39.06,397952.745332582,4783702.869389833,9.773469381928496,397952.745332582,0.8191395148781365,side
39.06,395327.04534316604,4797076.865067748,9.770419289605975,395327.0453431661,0.8252443749371098,side
78.12,401651.33842283854,4935985.774616249,9.723943133864736,401651.3384228386,0.851592979830137,side
234.37,417037.4068924,4894980.210198554,9.767423609787722,417037.40689240006,0.8748863101081933,side
39.06,386001.5912940813,4871331.614358559,9.674121811156818,386001.5912940813,0.796298471137742,side
39.06,364042.60572843265,4812962.691012801,9.618528366233294,364042.6057284326,0.7602472633211983,side
78.12,369970.9588720571,4921366.020627224,9.600065591276103,369970.95887205715,0.7999574621031582,side
234.37,394556.2643123795,4972350.513610731,9.70121804953174,394556.2643123796,0.8398344202139929,side
39.06,379074.22754169477,4778876.552782383,9.665324025472017,379074.2275416948,0.7796501129117583,side
39.06,427380.57567079476,4818377.721884457,9.858554067100998,427380.5756707948,0.8708529172179892,side
39.06,406718.22629760834,4828057.478339823,9.807133244141223,406718.2262976083,0.8392691457504334,side
39.06,410853.3338573879,4868592.114944008,9.827227992746352,410853.3338573878,0.8479741291867962,side
39.06,442440.463336039,4851744.580057457,9.925592908336395,442440.4633360389,0.8991562630010475,side
39.06,433576.877989398,4865915.714162121,9.90984607452087,433576.877989398,0.8890859258294879,side
39.06,405953.033015375,4841318.5319175925,9.86977349279631,405953.033015375,0.8616546942722639,side
39.06,452671.3952579949,4855259.757409144,9.977220337825317,452671.395257995,0.9230701210219929,side
39.06,444841.9147993676,4847049.035392509,9.933942563419036,444841.91479936766,0.9062366856693123,side
39.06,443937.7735843938,4820932.9117785115,9.926148437846182,443937.7735843938,0.9024291924291828,side
39.06,459478.5545971913,4894070.453881561,9.992819999581611,459478.5545971912,0.9363994485349405,side
39.06,441325.29775171826,4881746.442899832,9.940807609743068,441325.29775171826,0.9025181628028633,side
39.06,432877.66190873,4805084.694220833,9.922728270397712,432877.66190873005,0.8929568432399386,side
39.06,450539.7975476513,4891401.42982021,9.974492806064603,450539.7975476513,0.9233234129931991,side
39.06,444562.5751062082,4880328.993466141,9.905276935122203,444562.57510620815,0.8936795447444532,side
39.06,449882.22703845525,4897865.574009984,9.968618003339516,449882.22703845525,0.9229605202484841,side
39.06,423004.4841212761,4812214.380919268,9.87085617795597,423004.48412127607,0.8678764628075034,side
39.06,451047.61617551756,4843631.927032219,9.970910393134583,451047.61617551756,0.9236813823052242,side
39.06,414836.8592876875,4793750.916588292,9.872498640767517,414836.8592876875,0.8679872937951966,side
39.06,421194.9906018104,4881616.439285992,9.913561303225155,421194.9906018103,0.8818135589463294,side
39.06,448136.80354393844,4858388.85320569,9.973445205303776,448136.8035439385,0.920666411501029,side
39.06,451635.450711207,4869606.367475807,9.953166703063117,451635.4507112071,0.9266971871497455,side
39.06,419615.51685880724,4830379.130654856,9.906111941938562,419615.51685880724,0.8776264189035083,side
39.06,435465.6638697434,4877971.798388017,9.91729371990419,435465.66386974347,0.8912622752269779,side
39.06,429484.4622849461,4853795.36170352,9.912786055292456,429484.4622849461,0.8864961592647016,side
39.06,399992.7017146354,4822949.865087457,9.846124242407207,399992.7017146354,0.8469403740878709,side
39.06,427520.04664911854,4818378.245654834,9.863136947663472,427520.0466491186,0.8715977579116687,side
39.06,373152.7427603214,4787787.7212026315,9.750464793064898,373152.7427603214,0.7978386814113969,side
39.06,419236.6832169649,4857339.544934262,9.842049200937556,419236.6832169647,0.8637845266592735,side
39.06,411284.8883479285,4852472.632486246,9.837262436483266,411284.8883479285,0.8526670497654214,side
39.06,387213.7611336516,4847526.231860483,9.763866665095204,387213.76113365166,0.8160955666046297,side
39.06,384110.4995218683,4716587.842750265,9.71181101215588,384110.4995218683,0.7955387313025745,side
39.06,359727.196029016,4728471.171294854,9.699158530477225,359727.19602901593,0.769789483809832,side
39.06,389986.9946317218,4892017.172531139,9.718184300498494,389986.9946317218,0.8111025368631336,side
39.06,387341.83404738526,4780519.304739208,9.701541921045516,387341.8340473852,0.7967162096799107,side
39.06,374453.14180102665,4836348.440991989,9.697063444795198,374453.1418010266,0.7973641135605621,side
39.06,390160.55090057733,4864999.509588832,9.732976883113128,390160.5509005773,0.808893138168591,side
39.06,364748.88673203206,4719463.516590726,9.725524492678371,364748.8867320321,0.8003791434094248,side
39.06,365486.0802075931,4673066.706899058,9.720023436094829,365486.08020759316,0.7828010700415249,side
39.06,419751.44368387514,4830746.489268403,9.855086643123776,419751.4436838751,0.8685220810550982,side
40585.13,425869.69899389404,4991441.492800222,9.845265113769072,425869.698993894,0.8938256424092391,side
39.06,416782.0289954685,4900033.4229179695,9.85071924736016,416782.0289954684,0.8569446520938113,side
39.06,455674.4310438341,4862041.470086156,9.961619422173687,455674.431043834,0.9342114484706611,side
39.06,451909.95871008415,4898203.8403157275,9.98025227559803,451909.9587100842,0.9241475726499722,side
39.06,446795.82440771663,4858617.417082693,9.964923219385042,446795.8244077167,0.9127707674349994,side
39.06,396964.8209774796,4773990.80550544,9.846053299298047,396964.82097747957,0.8516653754151123,side
39.06,447502.86624785536,4844908.515898788,9.946762658550071,447502.86624785536,0.9117665556105271,side
39.06,431602.8050824943,4791327.860333327,9.91896212737382,431602.8050824943,0.8883455886529615,side
39.06,439091.453679007,4883289.765455712,9.913491235228202,439091.45367900695,0.8934325377792481,side
39.06,417329.3947622953,4783973.765160752,9.884836928070087,417329.3947622952,0.8722487038769733,side
39.06,409085.3336085677,4780594.610410422,9.863340328347643,409085.3336085676,0.8598790502299501,side
39.06,434323.6139223288,4774446.572666197,9.903715243496357,434323.6139223288,0.8852168754345047,side
39.06,444385.0293310447,4843154.549026787,9.944129514216327,444385.0293310447,0.9158895982239759,side
39.06,441461.2703199435,4842232.637352862,9.925893875461085,441461.27031994343,0.9003764240662512,side
39.06,394213.88579160225,4780806.2348745605,9.833221597360156,394213.8857916023,0.843884179306326,side
39.06,400805.88198254607,4820111.816041821,9.828071146155894,400805.881982546,0.8461083474121429,side
39.06,432927.56671893684,4800807.604954784,9.891947528208853,432927.56671893684,0.8899774907280836,side
39.06,380252.084485583,4716010.0833235625,9.747097545034274,380252.08448558307,0.8063153975084527,side
39.06,388994.3459671873,4837336.535499219,9.745946295532068,388994.34596718726,0.8130597126887511,side
78.12,415832.4896437964,4948580.710181645,9.774204442052204,415832.4896437964,0.8745054341904789,side
78.12,400016.91614103183,4916329.900699857,9.676886282284691,400016.9161410318,0.8434040546455381,side
78.12,393419.62738984753,4942408.471339699,9.686538004894231,393419.62738984753,0.836294546273296,side
39.06,398141.4357449595,4814805.827090376,9.760953556740569,398141.4357449595,0.8264622992869897,side
39.06,385702.1649929482,4668919.302768281,9.778339797987964,385702.1649929482,0.813116256480761,side
39.06,397491.6508323862,4746162.785461936,9.766728058041659,397491.6508323863,0.812726658395508,side
39.06,396572.6001153727,4743395.7665246045,9.824862270956832,396572.60011537274,0.8389777148193682,side
39.06,403793.6565457616,4847429.05254204,9.80402228819729,403793.65654576157,0.8405678350562732,side
39.06,444219.112127887,4870569.191044617,9.95105003552189,444219.11212788697,0.9143639694447965,side
39.06,441485.5067175704,4840817.736342238,9.912713746975168,441485.5067175704,0.8925603060137749,side
39.06,456409.08926801383,4835943.119516362,10.000027581323213,456409.08926801383,0.9345447352007262,side
39.06,425999.29785703594,4836608.348439213,9.910433952045844,425999.2978570359,0.8816962913617861,side
39.06,437519.6669536122,4846403.142246066,9.904926951556943,437519.6669536121,0.8937769261657286,side
117.19,457036.2419975595,4717325.994295901,9.987343335627978,457036.2419975595,0.936192471612111,side
39.06,443761.1905244079,4780699.300557764,9.922959851144242,443761.19052440784,0.8992359642251032,side
39.06,446021.4417021689,4735888.801468158,9.944948858551088,446021.4417021689,0.9099180778566629,side
39.06,448804.7238226637,4834547.632329488,9.961179158414625,448804.7238226637,0.9140431339178576,side
39.06,455567.56648873497,4811825.093522499,9.975867794008636,455567.5664887351,0.9286898825575113,side
39.06,449048.0841387432,4864214.8151042545,9.968284658965983,449048.0841387432,0.9179394901435208,side
39.06,449231.7632601278,4844368.747492779,9.963042820765127,449231.76326012786,0.9178915718927757,side
39.06,438420.6401228204,4855460.45489581,9.922078590814069,438420.6401228204,0.8929693702399805,side
39.06,409720.2171874628,4806607.182113538,9.887379236866625,409720.2171874628,0.8707495145414408,side
39.06,448895.87163225206,4872616.013009368,9.964648122706375,448895.871632252,0.915975077029723,side
39.06,442779.4733694287,4855858.306163071,9.938134657561811,442779.47336942866,0.9047832584725611,side
39.06,398673.3137061555,4745754.728133596,9.844630353043524,398673.3137061555,0.8516438180510448,side
39.06,425197.9839437179,4797040.809866624,9.853893462816613,425197.98394371785,0.8726039941065056,side
39.06,430550.44897267595,4874413.776828121,9.90565413174031,430550.448972676,0.8845225598807872,side
39.06,415045.28899447346,4807791.936046206,9.841045743172307,415045.28899447346,0.8564611521714707,side
39.06,413465.09558547573,4766473.942928909,9.786311671608827,413465.0955854758,0.8395519833921243,side
39.06,420287.2684180999,4883392.341399721,9.849514353492046,420287.2684180999,0.8610423716114184,side
39.06,402245.63127313345,4732338.594223764,9.758155105534456,402245.6312731334,0.8192285067904557,side
39.06,405820.73819767975,4831338.869656693,9.822657792788016,405820.73819767986,0.8517968916043377,side
39.06,401441.88412341295,4863071.862653768,9.809367062926238,401441.88412341295,0.8379739270678352,side
39.06,402640.30937277054,4755557.521553365,9.738600568662111,402640.3093727705,0.8171753980570676,side
39.06,400359.4661180785,4868794.764493029,9.772581233006145,400359.4661180785,0.8337382661036563,side
39.06,408403.0209816679,4901110.5517311795,9.80023666241056,408403.02098166785,0.8451295486934358,side
78.12,421513.1240927076,4907422.925924726,9.81486176063696,421513.1240927076,0.8840817936773097,side
39.06,416651.3252974568,4882277.652329517,9.839259019585786,416651.32529745676,0.860747635255094,side
39.06,427723.1555831932,4852817.692635463,9.87687628548713,427723.1555831933,0.8763105061459954,side
39.06,404006.3823849171,4801022.85321556,9.829863887794241,404006.38238491706,0.8470913874477844,side
39.06,430321.3254011631,4804023.723111367,9.885578305312945,430321.3254011631,0.8820379861431942,side
39.06,407247.403775251,4727767.853247938,9.799732875856744,407247.40377525106,0.8348793774256172,side
39.06,436466.8429899051,4860843.378255357,9.89386511638131,436466.8429899051,0.8901375982954661,side
39.06,422156.3742595538,4805517.160001489,9.872664358382213,422156.3742595538,0.8681101437359079,side
39.06,428240.2587181875,4797874.958527942,9.834109757401146,428240.25871818746,0.861271536548568,side
39.06,440918.2808509767,4861582.147584999,9.943547113280891,440918.28085097665,0.9002519973537253,side
39.06,402860.83656151796,4799947.7801429145,9.847607011607616,402860.83656151796,0.8543041117243511,side
39.06,440677.7821608549,4870914.148113896,9.92208524466113,440677.7821608549,0.9019671479823519,side
39.06,436125.20351584064,4842965.458281068,9.935952818106674,436125.20351584064,0.8984808085777949,side
39.06,440974.13664969057,4822239.397222233,9.912286730074626,440974.1366496906,0.8935288240701149,side
39.06,432427.203920028,4757212.62447163,9.901740543441232,432427.2039200281,0.886735860271605,side
39.06,440798.3770366337,4805759.788019296,9.949416682460573,440798.3770366337,0.9074816189411723,side
39.06,417155.16853314295,4833762.210590123,9.891543112912053,417155.1685331429,0.8732957718661429,side
39.06,449465.99625389674,4853126.438657045,9.954989065998538,449465.9962538968,0.917583143150701,side
39.06,437609.08726186794,4808693.528123481,9.91300007116259,437609.08726186794,0.8940255991519603,side
39.06,436359.78483631974,4835141.190011916,9.920363420602872,436359.78483631974,0.8993091869721453,side
39.06,438525.21749639104,4854826.218134723,9.92923978362251,438525.21749639104,0.9045840524735156,side
39.06,439163.1953880695,4836318.340959542,9.926449529936422,439163.19538806943,0.8973214978357318,side
39.06,405713.2759015662,4784044.383625215,9.865811184786525,405713.27590156626,0.8630275114912006,side
39.06,417531.2968799702,4819046.031531941,9.838658074573374,417531.2968799702,0.860491537962976,side
39.06,416387.05967245577,4751297.807991888,9.819624690401122,416387.0596724557,0.844836187884278,side
39.06,393532.68361929525,4756992.550081242,9.750313494379206,393532.68361929525,0.8097466956088509,side
39.06,339633.23249834875,4655622.943136322,9.606518053262919,339633.2324983487,0.7471104502218137,side
39.06,386938.2976923308,4865234.018569364,9.74080339145208,386938.2976923308,0.8163256832641628,side
39.06,389661.3145785723,4868716.872587635,9.698687312611263,389661.31457857235,0.7993250957252667,side
39.06,313113.6566781162,4681412.780801755,9.471399865283965,313113.65667811624,0.6815406753775043,side
39.06,382020.5263681614,4841557.460290351,9.73304957694558,382020.5263681614,0.8081294675648539,side
78.12,403452.1865340209,4938899.2091240855,9.699686061750901,403452.1865340208,0.8481617466062592,side
78.12,393540.9408243357,4956164.823252045,9.703155085693531,393540.9408243357,0.8387822473860265,side
78.12,420035.1653883138,4922419.774733266,9.804320576663939,420035.16538831376,0.8843860109391072,side
78.12,433196.4825654625,4776201.025905465,9.857616047916206,433196.48256546253,0.9026828235590045,side
39.06,442945.3301645209,4878610.308201645,9.930778814471678,442945.3301645209,0.9088510483795886,side
39.06,399195.172001558,4788546.142065142,9.826320175690523,399195.172001558,0.8476876578669054,side
39.06,419586.7211160086,4846979.485094247,9.883707301631238,419586.72111600864,0.8664521809276796,side
39.06,443629.13705125963,4869724.86003605,9.935127401724928,443629.13705125963,0.9085329131987576,side
39.06,416272.60030304897,4787332.053615881,9.901747730597044,416272.6003030489,0.8720232824709473,side
39.06,452802.45644483925,4843403.525107222,9.978454693090544,452802.45644483925,0.9287656624135895,side
39.06,437999.67735502915,4767548.230456924,9.90545651089395,437999.6773550292,0.8870487004636505,side
39.06,449653.7471454974,4634370.428036119,9.960135744051138,449653.7471454973,0.912274255305662,side
39.06,444875.87538942596,4847716.687847164,9.946235830634052,444875.87538942596,0.9056874700588312,side
39.06,415324.73022732104,4738979.403316332,9.894645022526365,415324.73022732104,0.8714188808753595,side
